ID,Title,Total Time (minutes),Budget,Revenue,Genres
77174,ParaNorman,1h 30min,60000000,107139399,"Family, Animation, Adventure, Comedy"
10052,Dragonfly,1h 44min,60000000,52322400,"Thriller, Fantasy"
115,The Big Lebowski,1h 57min,15000000,47010480,"Comedy, Crime"
9595,Hot Shots!,1h 24min,26000000,181096164,"Action, Comedy, War"
238713,Spy,2h 0min,65000000,235666219,"Action, Comedy, Crime"
363676,Sully,1h 36min,60000000,240797623,"Drama, History"
180299,The Raid 2,2h 30min,4500000,6566916,"Action, Crime, Thriller"
10014,A Nightmare on Elm Street Part 2: Freddy's Revenge,1h 27min,3000000,30000000,Horror
11134,Police Story 3: Super Cop,1h 35min,900000,20483423,"Action, Crime, Thriller"
11423,Memories of Murder,2h 11min,2800000,26000000,"Crime, Drama, Thriller"
68724,Elysium,1h 49min,115000000,286140700,"Science Fiction, Action, Drama, Thriller"
146216,RED 2,1h 56min,84000000,148100000,"Action, Comedy, Crime, Thriller"
9879,Striptease,1h 55min,50000000,113309743,"Comedy, Crime, Drama"
434555,The Possession of Hannah Grace,1h 26min,9500000,43016528,"Horror, Drama"
10483,Death Race,1h 45min,45000000,76014335,"Action, Thriller, Science Fiction"
86834,Noah,2h 18min,125000000,362637473,"Drama, Adventure"
330459,Rogue One: A Star Wars Story,2h 13min,200000000,1056057273,"Action, Adventure, Science Fiction"
9472,DodgeBall: A True Underdog Story,1h 32min,20000000,167722310,Comedy
927,Gremlins,1h 46min,11000000,153083102,"Fantasy, Horror, Comedy"
10229,A Walk to Remember,1h 41min,11800000,47494916,"Drama, Romance"
570670,The Invisible Man,2h 4min,7000000,144492724,"Thriller, Science Fiction, Horror"
76493,The Dictator,1h 23min,65000000,179379533,Comedy
581389,Space Sweepers,2h 16min,21000000,24571,"Drama, Fantasy, Science Fiction"
340102,The New Mutants,1h 34min,67000000,49169594,"Science Fiction, Horror, Action, Mystery, Adventure"
501170,Doctor Sleep,2h 32min,45000000,72381712,"Horror, Thriller, Fantasy"
319,True Romance,2h 0min,12500000,12600000,"Action, Crime, Romance"
872,Singin' in the Rain,1h 43min,2540800,7200000,"Comedy, Romance"
542178,The French Dispatch,1h 48min,25000000,46333545,"Drama, Comedy"
49520,The Change-Up,1h 52min,52000000,75450437,Comedy
83389,From Up on Poppy Hill,1h 31min,22000000,61037844,"Animation, Drama"
49524,R.I.P.D.,1h 36min,130000000,61648500,"Fantasy, Action, Comedy"
10019,Mannequin,1h 29min,6000000,42721196,"Fantasy, Comedy, Romance"
389015,"I, Tonya",2h 0min,11000000,53939297,"Drama, Comedy"
598,City of God,2h 10min,3300000,30641770,"Drama, Crime"
629017,Run Hide Fight,1h 49min,2000000,34561,"Action, Crime, Thriller"
879,Hook,2h 22min,70000000,300855000,"Adventure, Fantasy, Comedy, Family"
409502,I'm Not Ashamed,1h 53min,1500000,2100000,Drama
80278,The Impossible,1h 53min,45000000,198087212,"Adventure, Drama, Thriller"
9567,Tears of the Sun,2h 1min,75000000,86468162,"War, Action, Drama"
54138,Star Trek Into Darkness,2h 12min,190000000,467365246,"Action, Adventure, Science Fiction"
18360,Night at the Museum: Battle of the Smithsonian,1h 45min,150000000,413106170,"Adventure, Fantasy, Action, Comedy, Family"
6637,National Treasure: Book of Secrets,2h 4min,130000000,459242249,"Action, Adventure, Mystery, Thriller"
87502,Flight,2h 18min,31000000,161772375,Drama
8247,Jumper,1h 28min,85000000,222231186,"Action, Adventure, Science Fiction"
36955,True Lies,2h 21min,115000000,378882411,"Action, Thriller"
9889,Shallow Hal,1h 54min,40000000,141069860,"Comedy, Romance"
574060,Gunpowder Milkshake,1h 54min,30000000,1015760,"Action, Crime, Thriller"
289720,Outcast,1h 38min,25000000,5148503,Action
258509,Alvin and the Chipmunks: The Road Chip,1h 32min,90000000,233755553,"Adventure, Animation, Comedy, Family"
59859,Kick-Ass 2,1h 43min,28000000,60700000,"Action, Adventure, Crime"
10022,The Pacifier,1h 35min,56000000,198636868,"Comedy, Family, Action"
5925,The Great Escape,2h 53min,4000000,11744471,"Adventure, Drama, History, Thriller, War"
9506,Anger Management,1h 46min,75000000,195745823,Comedy
535292,21 Bridges,1h 39min,33000000,49939757,"Crime, Action, Drama"
58574,Sherlock Holmes: A Game of Shadows,2h 9min,125000000,334615000,"Adventure, Action, Crime, Mystery"
52451,The Three Musketeers,1h 50min,75000000,132274484,"Adventure, Action, Thriller"
9476,A Knight's Tale,2h 12min,65000000,117487473,"Adventure, Drama, Romance, Action"
431580,Abominable,1h 37min,75000000,190304772,"Family, Animation, Adventure, Comedy"
459910,Braven,1h 34min,5000000,854319,"Drama, Action, Thriller"
11587,The Exorcist III,1h 50min,9300000,39024251,"Horror, Mystery"
1592,Primal Fear,2h 9min,30000000,102616183,"Crime, Drama, Mystery, Thriller"
13920,Radio,1h 49min,35000000,53293628,Drama
381890,The Mermaid,1h 33min,60720000,553810228,"Comedy, Fantasy, Romance"
591,The Da Vinci Code,2h 29min,125000000,767820459,"Thriller, Mystery"
123553,The Mortal Instruments: City of Bones,2h 10min,60000000,95396573,"Fantasy, Action, Mystery"
580175,Another Round,1h 57min,5150000,21700000,"Comedy, Drama"
1892,Return of the Jedi,2h 15min,32350000,572700000,"Adventure, Action, Science Fiction"
602269,The Little Things,2h 8min,30000000,29942746,"Crime, Drama, Thriller"
9654,The Italian Job,1h 50min,60000000,176070171,"Action, Crime"
132232,Mama,1h 40min,15000000,146497771,Horror
23047,Season of the Witch,1h 35min,40000000,91627228,"Adventure, Fantasy, Action"
8810,Mad Max 2,1h 36min,2000000,24600832,"Adventure, Action, Thriller, Science Fiction"
947,Lawrence of Arabia,3h 48min,15000000,69995385,"Adventure, Drama, History, War"
8656,Deep Impact,2h 0min,75000000,349464664,"Action, Drama, Science Fiction"
9481,The Bone Collector,1h 58min,73000000,151493655,"Drama, Mystery, Thriller, Crime"
7553,Waiting...,1h 34min,3000000,18637690,Comedy
33,Unforgiven,2h 10min,14400000,159157447,Western
16353,Ong Bak 2,1h 38min,8500000,8936663,"Adventure, Action, Thriller"
620,Ghostbusters,1h 47min,30000000,296187079,"Comedy, Fantasy"
24418,Cirque du Freak: The Vampire's Assistant,1h 49min,40000000,28169671,"Adventure, Fantasy, Action, Thriller"
13510,Eden Lake,1h 31min,12850990,3984669,"Horror, Thriller"
46529,I Am Number Four,1h 49min,50000000,149878437,"Action, Thriller, Science Fiction, Adventure"
37136,The Naked Gun: From the Files of Police Squad!,1h 26min,12000000,78756177,"Comedy, Crime"
8329,[REC],1h 18min,1500000,32511655,"Horror, Mystery"
445954,Acts of Vengeance,1h 27min,10000000,320705,"Thriller, Action, Drama"
107846,Escape Plan,1h 55min,50000000,122915111,"Action, Thriller"
1654,The Dirty Dozen,2h 30min,5400000,45300000,"Action, Adventure, War"
290764,Tracers,1h 34min,11000000,593683,Action
11811,Leprechaun,1h 31min,1000000,8556940,"Horror, Comedy, Fantasy"
9594,Double Impact,1h 50min,15000000,30102717,"Thriller, Action, Crime, Drama"
579,Jaws 2,1h 56min,20000000,187884007,"Horror, Thriller"
10991,Pokémon 3: The Movie,1h 14min,16000000,68411275,"Adventure, Fantasy, Animation, Action, Family"
10228,Pokémon: The First Movie,1h 25min,30000000,163644662,"Animation, Family, Adventure, Fantasy, Action"
88751,Journey to the Center of the Earth,1h 33min,45000000,101702060,"Action, Science Fiction, Adventure, Comedy, Family"
323272,War Room,2h 0min,3000000,67790117,"Drama, Romance"
13885,Sweeney Todd: The Demon Barber of Fleet Street,1h 56min,50000000,152000000,"Drama, Horror"
12096,The Pink Panther,1h 33min,65000000,158851357,"Comedy, Mystery, Crime, Adventure, Family"
1585,It's a Wonderful Life,2h 10min,3180000,9644124,"Drama, Family, Fantasy"
15139,The Pagemaster,1h 15min,27000000,13670688,"Family, Fantasy, Science Fiction, Animation"
41233,Step Up 3D,1h 47min,30000000,159291809,"Drama, Romance"
9904,The Wild,1h 35min,80000000,102338515,"Family, Animation"
8916,Antz,1h 23min,60000000,171757863,"Adventure, Animation, Comedy, Family"
8078,Alien Resurrection,1h 49min,70000000,162000000,"Science Fiction, Horror, Action"
11679,xXx: State of the Union,1h 41min,60000000,71073932,"Action, Adventure, Crime, Mystery, Thriller"
68737,Seventh Son,1h 42min,95000000,114178613,"Adventure, Fantasy"
299687,The 5th Wave,1h 52min,38000000,109906372,"Science Fiction, Adventure, Action"
332210,Storks,1h 27min,70000000,182379278,"Adventure, Animation, Comedy, Family"
571,The Birds,1h 59min,2500000,11500000,Horror
2164,Stargate,2h 1min,55000000,196567262,"Action, Adventure, Science Fiction"
73,American History X,1h 59min,20000000,23875127,Drama
19840,"I Love You, Beth Cooper",1h 42min,18000000,15345201,"Comedy, Romance"
817758,TÁR,2h 38min,35000000,29182623,"Music, Drama"
540901,Hustlers,1h 50min,20000000,157600000,"Drama, Comedy, Crime"
12107,Nutty Professor II: The Klumps,1h 46min,84000000,123307945,"Fantasy, Comedy, Romance, Science Fiction"
72784,The Loft,1h 48min,14000000,10076790,Thriller
71880,Jack and Jill,1h 31min,79000000,149673788,Comedy
193756,Lone Survivor,2h 1min,40000000,149295601,"War, Action, Drama, History"
11918,Superhero Movie,1h 25min,35000000,25871834,"Comedy, Action, Science Fiction"
12279,Spy Kids 3-D: Game Over,1h 24min,38000000,197011982,"Action, Adventure, Comedy, Family, Science Fiction"
430155,Coma,1h 50min,4000000,2363584,"Science Fiction, Adventure, Action"
1412,"sex, lies, and videotape",1h 41min,1200000,24741667,Drama
76203,12 Years a Slave,2h 14min,20000000,187000000,"Drama, History"
51540,Horrible Bosses,1h 38min,35000000,209838559,"Comedy, Crime"
7350,The Bucket List,1h 37min,45000000,175372502,"Drama, Comedy"
310307,The Founder,1h 55min,15000000,24121245,"Drama, History"
8413,Event Horizon,1h 36min,60000000,26673242,"Horror, Science Fiction, Mystery"
203801,The Man from U.N.C.L.E.,1h 56min,75000000,108145109,"Comedy, Action, Adventure"
473033,Uncut Gems,2h 16min,19000000,50020902,"Drama, Thriller, Crime"
12620,The House Bunny,1h 37min,25000000,70442940,"Romance, Comedy"
7090,Ken Park,1h 37min,1300000,447741,Drama
7446,Tropic Thunder,1h 47min,92000000,195702811,"Action, Comedy, Adventure, War"
98567,Chinese Zodiac,1h 49min,48000000,171339013,"Action, Adventure"
116711,Epic,1h 42min,100000000,268426634,"Animation, Adventure, Family, Fantasy"
1900,Traffic,2h 27min,48000000,207515725,"Thriller, Drama, Crime"
37958,Immortals,1h 50min,75000000,226904017,"Fantasy, Action, Drama"
782,Gattaca,1h 46min,36000000,12532777,"Thriller, Science Fiction, Mystery, Romance"
9874,Cobra,1h 27min,25000000,49042224,"Action, Crime, Thriller"
82654,Warm Bodies,1h 37min,35000000,116980662,"Horror, Comedy, Romance"
10637,Remember the Titans,1h 53min,30000000,136706683,Drama
